Event,Driver,Trip,Starttime,Endtime,Speedingtime
289,2,238,39650,53450,13810
290,2,249,28850,39280,10440
291,2,249,42660,49390,6450
292,2,249,51980,52370,400
293,2,249,59430,72750,9960
294,2,249,73840,85240,11410
295,2,249,89440,92610,3180
296,2,249,95800,95960,170
297,2,249,97040,100530,3500
298,2,249,103050,104440,1400
299,2,249,108250,109920,1680
300,2,249,124600,145810,20540
301,2,249,146910,147340,440
302,2,249,152810,153950,1120
303,2,253,118000,118480,490
304,2,253,119630,124170,4540
305,2,253,128780,136620,6770
306,2,253,158620,160000,1390
307,2,253,161660,168690,5910
308,2,253,170880,190720,19850
309,2,253,193320,202860,9550
310,2,253,211380,211390,20
311,2,253,212780,213440,670
312,2,254,25690,32030,5930
313,2,254,36990,44360,7380
314,2,254,49440,64700,15270
315,2,254,66050,70000,3960
316,2,254,75070,89300,13830
317,2,254,91930,96640,4700
318,2,254,97680,100620,2900
319,2,254,102890,103660,720
320,2,254,114070,122710,8650
321,2,254,125080,130660,3930
322,2,254,133140,149960,16320
323,2,254,154910,155760,350
324,2,254,157080,162720,4180
325,2,254,170700,176100,5410
326,2,255,207940,209840,1880
327,2,255,214010,222670,7430
328,2,255,223860,224680,830
329,2,255,227290,234500,7070
330,2,255,256680,278870,22200
331,2,255,281000,282540,1070
332,2,281,32070,39860,7260
333,2,281,44530,44870,340
334,2,286,35130,36010,890
335,2,286,41110,41200,90
336,2,286,49560,50260,710
337,2,286,54160,55570,740
338,2,286,56590,84380,23870
339,2,286,90590,95440,3640
340,2,286,97890,98650,410
341,2,286,99700,100040,350
342,2,286,101170,101490,200
343,2,286,102590,105130,1710
344,2,286,118910,129000,10100
345,2,286,130420,131560,1150
346,4,2,28350,32960,4620
347,4,2,36730,42100,4830
348,4,2,56090,70820,14540
349,4,2,71850,74830,2880
350,4,6,68480,76340,6520
351,4,6,88280,91280,2960
352,4,6,248260,250530,1820
353,4,6,251880,256400,3880
354,4,6,258140,262650,4520
355,4,6,356590,359500,2740
356,4,6,361480,363960,2490
357,4,6,389230,403700,12550
358,4,19,240980,278330,37150
359,4,19,281220,281790,350
360,4,19,283270,295970,12710
361,4,19,297590,318250,20100
362,4,19,326870,327040,150
363,4,19,328160,336170,8010
364,4,19,337350,339550,2210
365,4,19,345050,347030,1020
366,4,19,359800,359890,100
367,4,19,364290,366110,1830
368,4,19,367820,374920,7110
369,4,19,376280,394410,18140
370,4,19,397590,408490,10370
371,4,19,409680,413270,3600
372,4,19,415620,415830,220
373,4,19,418220,419650,1440
374,4,22,70320,73860,3090
375,4,22,77690,78550,870
376,4,22,138160,138650,500
377,4,22,162960,164550,1210
378,4,22,165820,166720,910
379,4,22,198460,204950,6500
380,4,22,206350,208000,1540
381,4,22,214030,215560,1540
382,4,22,217190,217190,10
383,4,22,269660,270120,470
384,4,22,284020,285280,1270
385,4,22,290120,322110,31990
386,4,22,324950,325740,190
387,4,22,328120,328120,10
388,4,22,335930,335970,20
389,4,22,341370,341910,550
390,4,30,84880,106840,21860
391,4,30,109120,138420,29030
392,4,30,141630,142130,450
393,4,30,148860,151240,1750
394,4,30,155330,155540,80
395,4,30,156880,157540,650
396,4,30,160980,161260,280
397,4,30,170860,172770,1240
398,4,30,174630,175340,710
399,4,30,217470,263070,45140
400,4,30,268390,270210,1830
401,4,30,294740,303860,7340
402,4,31,122170,124860,2700
403,4,31,126600,131540,4410
404,4,31,135190,137140,1170
405,4,31,140620,141650,660
406,4,31,142730,148600,4390
407,4,31,150270,158580,6610
408,4,31,160650,166750,5210
409,4,31,168010,169750,1250
410,4,31,191120,191680,570
411,4,31,193590,194440,740
412,4,31,202360,202990,640
413,4,31,207310,212350,4280
414,4,31,215060,217800,2750
415,4,31,233930,245380,9740
416,4,31,250630,308900,57230
417,4,31,310900,315060,4170
418,4,33,34080,35360,1270
419,4,33,36620,40690,2900
420,4,33,41820,45920,3240
421,4,33,47700,50800,2760
422,4,33,70040,70840,810
423,4,33,76080,90820,12880
424,4,33,93720,98500,4790
425,4,33,100820,115330,14520
426,4,33,117100,117960,860
427,4,33,121730,145670,21680
428,4,33,148340,159720,11370
429,4,33,184250,189790,5040
430,4,33,191180,191570,370
431,4,33,215240,235640,20400
432,4,33,237740,260030,20980
433,4,33,265850,279420,13150
434,4,38,55280,58860,3270
435,4,38,82030,95280,11760
436,4,38,96430,99410,2410
437,4,38,101110,119350,18250
438,4,38,121300,122420,1060
439,4,38,185320,185760,440
440,4,38,196500,201140,4650
441,4,38,204200,221050,16700
442,4,38,226510,228990,1850
443,4,38,236810,271080,32450
444,4,38,272200,274950,2760
445,4,38,276170,276520,350
446,4,38,277610,278160,560
447,4,38,279680,282710,1870
448,4,38,292530,292900,380
449,4,38,294290,303290,9000
450,4,38,305260,307440,1560
451,4,38,309580,310210,640
452,4,41,93030,93520,500
453,4,41,98650,142970,44260
454,4,41,149370,169830,20470
455,4,41,171850,176320,4480
456,4,41,205150,207930,2790
457,4,41,209970,210250,290
458,4,41,233680,241250,7040
459,4,41,243320,273000,27890
460,4,41,279670,280840,550
461,4,41,282140,297280,13370
462,4,41,306200,316670,9000
463,4,44,35390,36220,840
464,4,44,44500,48880,4230
465,4,44,51290,61780,9430
466,4,44,63160,65990,2230
467,4,44,67300,90210,21730
468,4,44,92360,104750,11860
469,4,44,121000,122370,1380
470,4,44,129310,129770,470
471,4,44,131640,140370,6800
472,4,44,141450,141930,490
473,4,44,143980,149140,4780
474,4,44,206300,236390,30100
475,4,44,240550,241640,1100
476,4,44,244260,247710,3460
477,4,46,25960,35000,8200
478,4,46,38790,42390,3610
479,4,46,50240,57800,7570
480,4,46,69290,79520,9600
481,4,46,82720,95030,11540
482,4,46,100140,143670,41630
483,4,46,157850,160380,2160
484,4,46,162400,174220,10920
485,4,46,208420,230490,21950
486,4,46,231880,234640,2770
487,4,46,252490,254260,1170
488,4,46,275170,275600,430
489,4,46,278240,279220,990
490,4,49,78180,90890,10990
491,4,49,93690,93900,210
492,4,49,99590,104460,4880
493,4,49,107260,117200,8780
494,4,49,244940,246310,1380
495,4,49,259130,259540,420
496,4,49,283940,291380,7440
497,4,49,295050,298170,2720
498,4,49,316390,318510,2130
499,4,49,326530,327850,1330
500,4,49,348600,351970,3190
501,4,74,6160,12480,6330
502,4,74,13960,14810,850
503,4,74,19160,20110,960
504,4,74,23620,39950,15250
505,4,74,41210,45460,4220
506,4,74,47690,62260,13990
507,4,74,82520,83510,1000
508,4,74,85900,89330,3440
509,4,74,91110,91690,580
510,4,74,95110,101560,6460
511,4,74,102830,111250,8430
512,4,77,114380,116200,960
513,4,77,118840,123710,4880
514,4,77,127960,129140,1140
515,4,80,157270,162540,5270
516,4,80,167420,170910,3490
517,4,80,180630,189250,8630
518,4,80,191390,193340,1950
519,4,80,196860,204520,7530
520,4,80,223930,233500,9570
521,4,80,293740,321360,27480
522,4,80,324840,337430,10120
523,4,80,347330,350200,2480
524,4,80,352990,355460,2480
525,4,80,356820,357690,150
526,4,80,370200,372810,2140
527,4,80,376500,381690,4510
528,4,81,54310,56540,1620
529,4,81,62570,69980,7120
530,4,81,71160,71520,370
531,4,81,75220,76840,750
532,4,81,81650,87710,6060
533,4,81,111440,116880,4480
534,4,81,117970,132500,13040
535,4,81,139100,166540,25890
536,4,81,168410,194650,24620
537,4,81,196170,236470,40310
538,4,81,238510,239140,640
539,4,81,243130,243640,520
540,4,83,123020,138250,14850
541,4,83,143450,143880,440
542,4,83,150750,202150,51410
543,4,83,221580,221890,320
544,4,83,223590,233540,9960
545,4,83,268710,292020,22320
546,4,83,293880,295050,1180
547,4,83,296580,301280,4710
548,4,83,304060,304290,240
549,4,83,306240,309090,1810
550,4,83,312690,314230,1530
551,4,83,320530,321440,920
552,4,83,325400,327950,2550
553,4,83,330200,336420,5070
554,4,85,39910,45200,5290
555,4,85,60880,67500,6630
556,4,85,69890,70900,1020
557,4,85,74180,74960,790
558,4,85,76470,76880,420
559,4,85,80500,82880,1380
560,4,85,86990,92470,5170
561,4,85,93700,94350,650
562,4,85,96230,97180,960
563,4,85,101190,112300,9950
564,4,85,171550,174270,2430
565,4,85,176820,198110,20240
566,4,85,201900,242390,38720
567,4,85,243530,253070,9070
568,4,85,254160,260600,6450
569,4,85,263940,270600,6650
570,4,97,11780,11970,200
571,4,97,16460,20070,2650
572,4,97,24310,24310,10
573,4,97,35860,42740,6540
574,4,97,43890,45760,1600
575,4,97,48260,49100,850
576,4,97,56080,60980,3450
577,4,97,69820,73510,3700
578,4,97,74920,89090,14180
579,4,97,94930,108130,13210
580,4,97,111890,131260,17910
581,4,97,151190,161910,9070
582,4,97,189080,226600,37390
583,4,97,231930,233740,1670
584,4,97,236000,236240,250
585,4,97,238010,247280,8410
586,4,97,251580,252750,1170
587,4,97,265910,267800,1880
588,4,97,270460,275800,5020
589,4,97,278270,278650,390
590,4,99,65410,65640,190
591,4,99,66750,71490,4720
592,4,99,196810,199310,2510
593,4,99,201660,203600,1950
594,4,99,205670,207330,1360
595,4,99,209440,209670,240
596,4,99,211740,211970,150
597,4,99,214780,219610,4840
598,4,99,221570,222070,510
599,4,99,234920,235440,530
600,4,99,240920,252200,10820
601,4,99,253500,254220,730
602,4,99,261710,265130,3120
603,4,99,274440,274560,120
604,4,99,275970,278020,2060
605,4,99,281460,281950,460
606,4,99,288930,289640,340
607,4,99,300150,310300,8570
608,4,99,312920,314970,2060
609,4,121,25660,28490,2420
610,4,121,36860,41640,4250
611,4,121,50400,65860,15030
612,4,121,69130,72220,3100
613,4,121,84080,91410,7110
614,4,121,93390,127700,33500
615,4,122,62290,62690,380
616,4,122,70900,81030,9590
617,4,122,82060,82540,490
618,4,122,87730,88550,830
619,4,122,91190,96060,4880
620,4,124,9910,22680,12780
621,4,124,32760,51250,18290
622,4,124,53570,60350,6790
623,4,124,62500,122310,59640
624,4,124,129260,146000,16510
625,4,124,181240,182810,1580
626,4,124,187850,188760,560
627,4,124,206620,211930,5320
628,4,124,229430,238270,8850
629,4,124,240000,244190,4030
630,4,124,252830,256650,3070
631,4,124,258520,260220,430
632,4,124,262110,262910,600
633,4,124,266660,266950,300
634,4,125,69740,71180,1440
635,4,125,101700,101970,270
636,4,125,112590,113390,750
637,4,125,139230,141260,1940
638,4,125,150270,170180,18900
639,4,125,174960,176190,1230
640,4,125,182620,191390,7940
641,4,125,194080,194830,550
642,4,125,200480,212220,11190
643,4,125,214420,229580,14520
644,4,125,231530,236150,4630
645,4,125,237960,258770,20710
646,4,125,260890,264550,3670
647,4,126,31900,36320,4430
648,4,126,60230,61080,860
649,4,126,65220,76910,11520
650,4,126,91930,99250,7080
651,4,126,100730,113160,11110
652,4,126,115090,125170,10090
653,4,126,129410,152230,22570
654,4,126,157150,159120,1730
655,4,126,174740,179350,4410
656,4,126,217310,221520,3900
657,4,126,230780,230800,30
658,4,126,236410,238330,1910
659,4,126,242990,261790,17900
660,4,126,264370,264570,210
661,4,126,266890,271860,4440
662,4,126,273240,273780,510
663,4,126,277740,282620,4890
664,4,126,288920,292040,2030
665,4,126,293070,294900,1840
666,4,126,296670,303840,7180
667,4,129,53250,66300,11730
668,4,129,68480,71400,2010
669,4,129,74010,81000,6700
670,4,129,84770,85210,450
671,4,129,88590,88810,230
672,4,129,139580,153890,13710
673,4,129,159380,161430,1120
674,4,129,172410,174120,1720
675,4,129,175890,176920,1040
676,4,129,178080,213980,35500
677,4,129,218230,219910,990
678,4,129,241860,249280,6790
679,4,129,253220,254430,1220
680,4,129,256070,256470,410
681,4,140,21170,22560,700
682,4,140,26780,29450,2110
683,4,140,30470,62230,30970
684,4,140,149520,158830,9210
685,4,140,163200,164370,1130
686,4,140,173260,199360,25010
687,4,140,201230,204060,2660
688,4,140,206470,213470,6380
689,4,140,220770,222120,1340
690,4,140,224530,225140,600
691,4,140,228430,228470,30
692,4,140,230150,230920,780
693,4,140,238910,243680,4780
694,4,140,244810,248300,2760
695,4,140,304120,306990,2880
696,4,140,317870,320640,1870
697,4,140,332680,340230,7560
698,4,140,348170,350960,2800
699,4,143,73540,75400,1230
700,4,143,81690,82620,790
701,4,143,100610,100770,150
702,4,143,112600,113760,950
703,4,143,178590,179070,490
704,4,143,181100,181260,160
705,4,143,188510,191410,2350
706,4,143,196400,200520,3640
707,4,143,204470,204620,160
708,4,143,207080,207540,470
709,4,143,211690,213550,1810
710,4,143,217080,220560,2630
711,4,143,224680,225430,760
712,4,143,227140,271160,42320
713,4,143,273270,277980,4080
714,4,148,15590,18790,3200
715,4,148,20410,28310,7910
716,4,148,41200,47660,4880
717,4,148,50240,56880,6450
718,4,148,61020,67350,5510
719,4,148,69510,70370,870
720,4,148,79870,132400,50750
721,4,148,145640,147280,1460
722,4,148,151850,161430,6600
723,4,148,163520,163780,270
724,4,148,201270,201890,630
725,4,148,209490,210510,860
726,4,148,218810,221260,2460
727,4,148,222620,225630,3020
728,4,148,227390,234700,7320
729,4,148,239520,239860,350
730,4,148,243200,244880,1690
731,4,148,251490,252320,840
732,4,148,253410,258180,4780
733,4,148,260370,261940,980
734,4,148,263230,266760,3180
735,4,148,277360,280490,2680
736,4,148,281620,286570,4960
737,4,148,289240,289790,560
738,4,151,93340,94230,900
739,4,151,98120,99180,1060
740,4,151,102010,106700,4470
741,4,151,120120,122190,1430
742,4,151,123970,125600,1270
743,4,151,128730,132180,2740
744,4,151,225260,232770,6580
745,4,151,239590,242060,2470
746,4,151,248230,251950,3720
747,4,151,259250,260150,900
748,4,151,264610,266300,1700
749,4,151,274550,277230,2050
750,4,151,278830,281470,2650
751,4,151,289320,300680,11190
752,4,151,301810,303560,810
753,4,151,306050,310420,4250
754,4,151,314350,314410,70
755,4,151,320140,320500,350
756,4,158,81950,88340,5770
757,4,158,90260,97800,6570
758,4,158,98900,99210,320
759,4,158,102970,103970,740
760,4,160,10810,22530,9420
761,4,160,26570,38700,10190
762,4,163,25180,26160,980
763,4,163,28560,32880,4210
764,4,163,36360,39000,2650
765,4,163,55980,57010,1030
766,4,163,63460,66140,2690
767,4,163,67230,71850,4620
768,4,163,72870,84160,9540
769,4,163,86150,87330,1180
770,4,163,98700,105600,5330
771,4,163,108390,110020,1640
772,4,163,111770,112890,1050
773,4,163,119670,121730,2060
774,4,163,140980,149680,8700
775,4,163,152240,154840,2610
776,4,163,155990,164490,8510
777,4,167,116780,118350,1580
778,4,169,90800,93690,2890
779,4,169,95090,99760,4620
780,4,169,101370,106240,4820
781,4,169,138110,142580,4480
782,4,169,153880,158880,5010
783,4,169,164240,165020,130
784,4,169,166850,167340,330
785,4,169,169280,171010,1620
786,4,177,105780,105960,190
787,4,177,107080,114360,7230
788,4,177,125090,129120,4040
789,4,177,133350,137090,3430
790,4,177,139290,152670,11130
791,4,177,157360,178630,20490
792,4,177,180290,197570,16140
793,4,178,39560,61390,21660
794,4,178,63790,72910,9070
795,4,178,78040,86210,8180
796,4,186,31670,33760,2070
797,4,186,37650,53000,15360
798,4,186,54780,110710,55230
799,4,186,135930,138650,1930
800,4,186,157230,158450,1230
801,4,186,165150,210070,41360
802,4,186,212740,212880,150
803,4,186,215600,223000,7410
804,4,186,224510,227510,3010
805,4,186,239650,243750,3690
806,4,186,245430,247990,2490
807,4,186,249980,250070,80
808,4,187,42390,43680,670
809,4,187,109400,109660,270
810,4,187,152910,153530,620
811,4,187,157900,158350,460
812,4,187,167530,169200,1010
813,4,187,170410,177410,6660
814,4,187,191280,192220,950
815,4,187,199230,201620,2380
816,4,187,205370,210370,5000
817,4,187,214350,219150,3400
818,4,187,222800,224900,1810
819,4,187,226780,238450,10620
820,4,187,245380,245680,300
821,4,187,247610,250030,2410
822,4,187,251190,252700,1520
823,4,187,257070,266010,8630
824,4,187,270360,270790,430
825,4,187,271870,272050,190
826,4,189,34530,39840,5060
827,4,189,41810,50090,7760
828,4,189,60900,68000,7090
829,4,189,78140,78940,610
830,4,189,83840,89350,5520
831,4,189,91830,105350,13020
832,4,189,106350,106890,530
833,4,189,108480,131340,22870
834,4,189,132850,152940,20100
835,4,189,163490,165780,1130
836,4,189,173490,183480,9430
837,4,189,223730,226930,2650
838,4,189,237700,247010,9320
839,4,189,248030,254090,6040
840,4,189,257830,260160,1120
841,4,189,269290,269330,50
842,4,189,284560,288320,3770
843,4,189,297990,300820,2840
844,4,189,305000,307250,1720
845,4,189,309060,312330,2980
846,4,194,114000,114130,130
847,4,194,127000,128120,300
848,4,194,136680,139140,2150
849,4,194,140170,140390,210
850,4,194,143630,146370,1980
851,4,194,149070,149920,850
852,4,194,160230,163330,3110
853,4,194,165920,165920,10
854,4,194,222540,234080,10680
855,4,194,269600,270440,840
856,4,194,274500,279770,5280
857,4,194,284610,284880,280
858,4,194,287700,294940,7250
859,4,194,298050,298480,430
860,4,194,301540,312480,9930
861,4,194,314700,319840,4120
862,4,194,730080,733420,2710
863,4,194,734590,734850,260
864,4,194,747760,763740,15460
865,4,194,764780,769220,4450
866,4,194,775420,790170,14310
867,4,194,801210,804840,3540
868,4,194,808860,824960,15740
869,4,199,86750,87450,700
870,4,199,88780,161260,72490
871,4,199,167150,174550,6380
872,4,199,177160,178580,1400
873,4,199,184820,190290,5400
874,4,199,209540,213270,3730
875,4,199,216230,223290,6540
876,4,199,232620,236130,3510
877,4,199,244350,255740,9290
878,4,199,257760,258490,730
879,4,199,259790,261460,1150
880,4,199,263920,263990,80
881,4,199,266570,270340,3780
882,4,199,273310,274170,820
883,4,199,277680,278750,770
884,4,199,303140,303550,400
885,4,201,60660,61140,430
886,4,201,64450,65460,1020
887,4,201,66500,66700,180
888,4,201,67760,70990,2970
889,4,201,72240,84710,12370
890,4,201,102640,102890,250
891,4,201,106190,114570,7700
892,4,201,119210,120370,1150
893,4,201,121630,123310,810
894,4,201,133770,135880,2120
895,4,201,139120,140700,1580
896,4,201,144070,146150,2090
897,4,201,148660,151610,1720
898,4,201,153080,155750,2450
899,4,201,157910,158030,80
900,4,201,162030,165410,2370
901,4,201,173280,173330,60
902,4,201,176160,176170,20
903,4,201,194620,211030,15370
904,4,201,212890,218570,5680
905,4,201,226260,229050,2750
906,4,201,230180,234800,4620
907,4,205,31340,34370,3040
908,4,205,35950,42480,5930
909,4,205,79040,81690,2650
910,4,205,86760,89110,2360
911,4,205,91530,99350,7830
912,4,205,101150,101340,190
913,4,205,102690,119550,16290
914,4,205,122560,149900,26440
915,4,205,151580,155850,4280
916,4,205,173800,175090,1290
917,4,205,179840,183010,3180
918,4,205,265970,276920,10070
919,4,205,278650,285180,6080
920,4,205,287390,287670,290
921,4,205,295070,295820,680
922,4,205,304760,309050,4300
923,4,205,312700,312700,10
924,4,205,325780,338690,12170
925,4,207,98150,98240,90
926,4,207,113610,116430,2110
927,4,207,170630,172070,1440
928,4,207,190310,192310,1150
929,4,207,194450,198620,4180
930,4,207,204730,209160,3600
931,4,207,224870,228810,3850
932,4,207,231120,231510,360
933,4,207,235780,238790,2800
934,4,207,240120,240410,270
935,4,207,242580,242580,10
936,4,207,247650,248460,810
937,4,207,250760,261560,10670
938,4,207,262680,270670,7490
939,4,207,276250,285910,8970
940,4,207,289710,290410,710
941,4,207,294180,294550,340
942,4,207,297230,298570,1150
943,4,207,303360,304470,1110
944,4,207,332270,337030,4770
945,4,207,342640,344460,1830
946,4,207,347350,347870,530
947,4,208,43840,44690,860
948,4,208,47230,48740,1090
949,4,208,53120,70520,16850
950,4,208,71670,128330,54950
951,4,208,132690,133140,460
952,4,208,216350,227100,10730
953,4,208,234080,246330,12260
954,4,208,260590,260990,220
955,4,208,262330,262870,550
956,4,208,269200,281080,9680
957,4,208,284310,290470,6170
958,4,208,292130,294660,2540
959,4,235,9010,19860,10740
960,4,235,21750,21950,210
961,4,235,22990,23820,840
962,4,235,26370,42760,16400
963,4,235,45660,55290,9000
964,4,235,75750,78390,2650
965,4,235,81340,89710,8380
966,4,235,92100,100060,7970
967,4,235,164750,164860,120
968,4,235,191660,201800,10140
969,4,235,206400,253870,45500
970,4,235,254920,256680,1770
971,4,239,67860,68380,520
972,4,239,71740,72520,790
973,4,239,77100,82350,5000
974,4,239,84430,90770,5770
975,4,239,92280,92500,230
976,4,239,94520,105000,8570
977,4,239,106210,106850,650
978,4,239,107970,118240,8980
979,4,239,119920,124030,3980
980,4,239,128920,131800,2890
981,4,239,132900,133510,610
982,4,239,136080,136800,730
983,4,239,141980,153120,10730
984,4,239,164200,165610,1240
985,4,239,175420,185870,10460
986,4,239,232940,255740,20880
987,4,239,256850,257410,300
988,4,239,258600,265410,6120
989,4,239,267020,268190,1170
990,4,239,274370,276810,2350
991,4,239,282070,289870,6270
992,4,239,293290,297790,3080
993,4,239,306870,309000,2130
994,4,239,312110,314780,2680
995,4,239,315880,316060,190
996,4,242,56830,72340,14010
997,4,242,77460,77950,490
998,4,242,78960,82580,3630
999,4,242,84250,95810,10920
1000,4,242,158250,160280,1290
1001,4,242,161770,161810,40
1002,4,242,164290,164640,350
1003,4,242,185050,206560,20530
1004,4,242,208640,217690,9060
1005,4,242,218710,229030,9490
1006,4,242,230510,232240,1730
1007,4,242,235140,242240,6180
1008,4,242,245850,246040,200
1009,4,242,250250,250400,160
1010,4,242,252700,254730,2040
1011,4,242,256070,260290,4230
1012,4,242,263140,264230,1100
1013,4,251,73740,74390,660
1014,4,251,75780,77020,1240
1015,4,251,80150,80900,760
1016,4,251,85790,90080,4300
1017,4,251,94170,95180,980
1018,4,251,96590,99610,3020
1019,4,251,103360,106140,2580
1020,4,251,114820,117430,2610
1021,4,251,122220,122470,190
1022,4,251,143990,147880,3890
1023,4,251,150590,152700,2120
1024,4,251,310250,315650,5410
1025,4,251,326210,326560,350
1026,4,251,330100,340500,8900
1027,4,251,354330,355420,1100
1028,4,251,356770,357060,280
1029,4,251,360960,361970,970
1030,4,251,364930,369690,4320
1031,4,251,381480,381640,130
1032,4,251,385590,387490,1910
1033,4,252,70980,71530,560
1034,4,252,75470,80280,3410
1035,4,252,83290,83580,300
1036,4,252,96390,96400,20
1037,4,252,102020,106420,4410
1038,4,252,107760,109020,1200
1039,4,252,112330,114200,1880
1040,4,252,202760,203220,470
1041,4,252,205830,208050,2230
1042,4,252,223930,226060,2130
1043,4,252,238550,239200,650
1044,4,252,250890,251250,330
1045,4,252,262600,262720,130
1046,4,252,263970,264650,630
1047,4,252,274930,275610,150
1048,4,252,277280,285590,7720
1049,4,252,286950,287370,420
1050,4,252,291280,292780,1510
1051,4,252,295180,295290,90
1052,4,252,299330,300960,1440
1053,4,252,303980,305410,890
1054,4,252,306940,314660,7110
1055,4,252,316350,317420,1080
1056,4,252,330010,331090,640
1057,4,252,332170,332660,470
1058,4,252,334070,342460,7670
1059,4,252,351110,355900,3600
1060,4,279,25160,26750,1580
1061,4,279,29580,32400,2330
1062,4,279,37430,41910,4480
1063,4,279,50960,56530,5570
1064,4,279,57710,58720,990
1065,4,279,60900,62120,1120
1066,4,279,71620,71630,20
1067,4,279,72810,80390,7590
1068,4,279,82690,97060,13400
1069,4,279,98330,124260,24760
1070,4,280,38570,42410,3590
1071,4,280,44980,45710,740
1072,4,280,51860,69140,16880
1073,4,280,73390,73470,60
1074,4,280,75400,81210,4730
1075,4,280,86350,94680,8270
1076,4,291,26300,26860,570
1077,4,291,28170,28680,510
1078,4,291,39560,49480,9930
1079,4,291,51040,53800,2660
1080,4,291,60920,68100,6280
1081,4,291,73310,103660,30150
1082,4,291,105270,115850,10590
1083,4,291,145010,150590,5060
1084,4,291,161090,211750,48530
1085,4,291,214270,231590,14900
1086,4,291,247180,248810,1420
1087,4,291,253670,254090,420
1088,4,292,112280,117800,4660
1089,4,292,126170,127800,1620
1090,4,294,102080,105370,3290
1091,4,294,109590,116760,7180
1092,4,294,125040,133220,7680
1093,4,294,147330,147590,260
1094,4,294,153020,155430,2400
1095,4,294,158300,158970,650
1096,4,294,161610,185820,24130
1097,4,294,188390,198520,9800
1098,4,294,200220,203890,3280
1099,4,294,205180,211920,5770
1100,4,294,212980,221890,8920
1101,4,294,234770,235540,780
1102,4,294,239250,239350,90
1103,4,294,244270,250270,4990
1104,4,294,274700,300290,23690
1105,4,294,301580,301990,420
1106,4,294,303220,307070,3450
1107,4,294,308370,312900,4150
1108,4,294,314090,319630,5550
1109,4,294,325950,339880,11830
1110,4,294,348700,358940,9420
1111,4,296,23410,25390,1980
1112,4,296,27330,27970,650
1113,4,296,29990,30390,410
1114,4,296,33940,35990,2040
1115,4,296,49130,58760,9080
1116,4,296,61440,62010,580
1117,4,296,65650,65970,330
1118,4,296,73730,75690,1360
1119,4,296,83740,83830,70
1120,4,296,87760,105750,17440
1121,4,296,109970,110910,950
1122,4,296,118720,119720,1010
1123,4,296,133500,150100,15650
1124,4,296,152320,156820,3940
1125,4,296,164370,164450,90
1126,4,296,165480,167690,2220
1127,4,296,173720,182430,8420
1128,4,296,183850,183950,40
1129,4,296,186810,187370,570
1130,4,296,189530,192970,3450
1131,4,296,195740,221630,25410
1132,4,296,224510,227300,2790
1133,4,296,230990,238310,7330
1134,4,296,240350,240910,570
1135,5,6,17640,17920,290
1136,5,6,22820,22960,150
1137,5,7,27150,30720,3580
1138,5,7,47000,47230,240
1139,5,7,51770,51880,120
1140,5,9,15490,29550,14070
1141,5,9,56110,66110,9370
1142,5,9,67160,67590,440
1143,5,9,74440,77630,3200
1144,5,9,79310,82070,2770
1145,5,9,84730,86010,1240
1146,5,9,87180,92620,5450
1147,5,9,99370,99780,420
1148,5,9,103790,104170,370
1149,5,9,112650,112730,90
1150,5,9,113880,114060,190
1151,5,14,41600,52830,9710
1152,5,14,54140,54340,210
1153,5,14,61950,62520,490
1154,5,14,65880,72860,6910
1155,5,14,83610,83790,190
1156,5,14,87870,88740,470
1157,5,14,91290,91300,20
1158,5,14,92630,98090,4430
1159,5,14,99830,100090,260
1160,5,14,105500,106210,700
1161,5,14,116380,117380,230
1162,5,14,119590,121140,1220
1163,5,14,125750,125770,30
1164,5,14,128350,131520,2970
1165,5,15,37220,39140,1700
1166,5,15,42600,47820,4250
1167,5,15,64220,65660,1440
1168,5,15,68720,70140,840
1169,5,18,82330,85730,3380
1170,5,18,98890,99580,380
1171,5,18,105170,106130,960
1172,5,18,118050,118550,510
1173,5,18,122590,125840,2560
1174,5,18,149020,150580,1470
1175,5,18,151650,154840,3090
1176,5,18,165430,166330,340
1177,5,18,177350,177750,380
1178,5,19,59050,59270,190
1179,5,19,93260,94120,860
1180,5,19,97020,97770,740
1181,5,19,129020,139800,9300
1182,5,19,144850,145450,610
1183,5,19,147470,148270,810
1184,5,19,149940,152750,1960
1185,5,20,43840,45860,1480
1186,5,20,54710,55810,1110
1187,5,20,62670,63490,830
1188,5,20,83790,84480,140
1189,5,20,117050,117710,660
1190,5,20,146440,146740,290
1191,5,21,58210,59400,1200
1192,5,21,63170,63730,570
1193,5,21,66750,69110,1840
1194,5,21,83750,85590,1840
1195,5,21,86810,98040,9770
1196,5,21,99270,103360,4100
1197,5,21,110970,112430,1190
1198,5,21,114740,116430,400
1199,5,21,119060,122850,3560
1200,5,21,124790,124900,120
1201,5,21,126170,126480,270
1202,5,21,128400,130120,1240
1203,5,22,17340,21540,4030
1204,5,22,45570,46050,490
1205,5,22,54130,57280,3150
1206,5,22,58710,59220,270
1207,5,22,89610,91540,1050
1208,5,22,92810,95530,2730
1209,5,22,137690,137960,280
1210,5,22,139710,150370,10290
1211,5,22,174200,174720,530
1212,5,25,217460,219550,1640
1213,5,25,221170,221440,270
1214,5,25,229370,229420,60
1215,5,25,242510,242870,370
1216,5,25,261080,265540,4230
1217,5,25,271080,272350,1280
1218,5,25,279950,307480,23810
1219,5,25,308920,313310,4110
1220,5,25,321240,323920,2290
1221,5,25,325730,327840,2110
1222,5,25,341580,341990,420
1223,5,25,347720,347730,20
1224,5,25,359950,365070,4570
