Driver,Trip,Speeding,Total,Ratio
76,41,1320,84350,0.015649081209247184
76,47,3950,131640,0.03000607718018839
76,50,750,104420,0.007182532081976633
76,65,780,19750,0.03949367088607595
76,85,3240,13300,0.24360902255639097
76,92,3910,82350,0.04748026715239828
76,98,11770,52000,0.22634615384615384
76,101,32970,214139,0.15396469599327545
76,121,500,10010,0.04995004995004995
76,140,4850,116800,0.041523972602739725
76,143,140,95130,0.001471670345842531
76,145,150,9600,0.015625
76,158,4360,53400,0.08164794007490636
76,165,8920,128760,0.06927617272444858
76,172,2330,113720,0.020488920154766093
76,173,3030,54640,0.055453879941434844
76,199,220,143300,0.0015352407536636423
77,3,33130,199420,0.16613178216828803
77,18,5560,55140,0.10083424011606817
77,24,2020,68700,0.02940320232896652
77,45,1080,35300,0.03059490084985836
77,65,17150,46950,0.3652822151224707
77,71,15450,78150,0.19769673704414586
77,90,960,29720,0.03230148048452221
77,108,290,45660,0.006351292159439334
77,118,4920,30910,0.1591717890650275
77,124,2400,44300,0.05417607223476298
77,126,11880,34900,0.34040114613180517
77,127,240,39040,0.006147540983606557
77,129,5550,23860,0.23260687342833195
77,137,3710,73959,0.050162249864791786
77,144,45050,143400,0.31415620641562064
77,145,37880,140720,0.26918703808982375
77,182,520,81759,0.0063600782778864984
77,185,6510,52530,0.12392918332381495
77,188,6970,68860,0.10121986639558522
77,190,7660,82980,0.09231140033743071
77,203,41680,136140,0.3061554282356398
77,207,660,70400,0.009375
77,239,7250,34280,0.21149358226371062
77,262,340,30489,0.011151197113807807
77,295,89770,175060,0.5127956129327088
78,1,61490,133760,0.4597039473684211
78,6,59020,86600,0.6815242494226328
78,7,14320,52470,0.2729178578235182
78,12,23100,105970,0.21798622251580635
78,13,37250,67620,0.5508725229222123
78,14,48480,166550,0.29108375863104174
78,15,32430,49690,0.652646407727913
78,16,16750,27629,0.6062251176257691
78,22,5760,16330,0.3527250459277403
78,35,1340,123470,0.01085283874625415
78,36,61340,90639,0.6767431597528686
78,38,36660,57879,0.6333794056668971
78,39,35540,54270,0.6548737792518886
78,41,4110,59200,0.06942567567567567
78,50,12340,17510,0.7047401484865791
78,51,20500,120930,0.1695195567683784
78,52,7370,91940,0.08016097454861866
78,55,23400,59019,0.39647577092511016
78,59,5240,16269,0.3220651505838968
78,60,210,186990,0.0011230547088079577
78,65,47060,73260,0.6423696423696423
78,72,18910,49740,0.38017691998391634
78,73,57230,118580,0.48262776184854106
78,74,10560,17830,0.5922602355580482
78,95,82320,100250,0.821147132169576
78,96,71850,101600,0.7071850393700787
78,102,2840,18920,0.15010570824524314
78,108,11100,17740,0.6257046223224352
78,138,46050,67250,0.6847583643122677
78,139,5150,6030,0.8540630182421227
78,144,11940,17480,0.683066361556064
78,156,3970,18930,0.20972002113048072
78,167,1950,18590,0.1048951048951049
78,170,12130,17140,0.7077012835472579
78,179,16170,29339,0.5511247443762782
78,182,3800,16940,0.2243211334120425
78,184,8350,29280,0.2851775956284153
78,187,17600,26300,0.6692015209125475
78,189,41090,51200,0.8025390625
78,191,40760,45800,0.8899563318777293
78,196,11620,17490,0.664379645511721
78,201,5170,15640,0.3305626598465473
78,204,9160,18390,0.4980967917346384
78,205,2380,17180,0.13853317811408614
78,207,14170,17340,0.8171856978085352
78,210,11230,13930,0.8061737257717156
78,212,11220,17189,0.6527050610820245
78,224,160,76310,0.0020967107849561
78,225,4700,67540,0.0695883920639621
78,247,13410,17720,0.7567720090293454
79,1,13920,38010,0.36621941594317287
79,14,6290,7759,0.8105670103092785
79,23,4110,7140,0.5756302521008403
79,67,6320,7270,0.8693259972489684
79,112,6610,10650,0.6206572769953052
79,118,6510,12980,0.5015408320493066
79,160,19600,44630,0.4391664799462245
79,161,3350,41010,0.08168739331870276
79,166,19690,43799,0.44954337899543384
79,167,29230,40050,0.7298377028714107
79,185,22160,36470,0.6076227035919933
79,194,6750,34060,0.19817968291250734
80,1,99490,177419,0.560759779055349
80,4,1420,65770,0.021590390755663675
80,21,3550,38500,0.09220779220779221
80,29,1010,27339,0.036942209217264085
80,35,9620,39730,0.2421344072489303
80,39,22200,34490,0.6436648303856191
80,40,13660,68259,0.20011719894520955
80,53,134750,235980,0.5710229680481396
80,54,15170,235350,0.06445719141703846
80,64,38070,244200,0.1558968058968059
80,65,32470,237220,0.13687716044178397
80,67,16910,33220,0.5090307043949428
80,71,198820,227180,0.8751650673474777
80,72,37210,212490,0.17511412301755377
80,73,44630,59720,0.7473208305425317
80,74,9410,69520,0.13535673187571923
80,78,12580,22250,0.5653932584269663
80,81,10440,35180,0.2967595224559409
80,82,2420,39090,0.06190841647480174
80,87,1110,7980,0.13909774436090225
80,94,520,7859,0.06615776081424937
80,98,30,36610,0.0008194482381862879
80,99,17430,35360,0.4929298642533937
80,108,15160,49560,0.3058918482647296
80,113,530,90940,0.0058280184737189355
80,126,3090,36550,0.08454172366621067
80,127,1890,72360,0.026119402985074626
80,128,56480,74159,0.7615965480043152
80,136,104770,176650,0.5930936880837815
81,1,1880,60409,0.03112067538487006
81,9,2660,62420,0.04261454661967318
81,12,34400,41870,0.8215906376880822
81,16,68560,71670,0.9566066694572345
81,29,5030,129880,0.03872805666769326
81,34,11010,60079,0.18325565912117178
81,40,35330,42480,0.8316854990583804
81,41,46960,80670,0.5821247055906781
81,45,48930,100650,0.48614008941877795
81,48,42850,127450,0.33621027854060415
81,52,51020,115430,0.4419994802044529
81,54,94740,145570,0.6508209109019716
81,55,71850,105830,0.6789190210715298
81,56,31840,53829,0.5914917332342561
81,57,5330,13219,0.40317700453857797
81,59,71410,124829,0.5720579988784749
81,70,33880,56279,0.6019900497512438
81,79,8720,33740,0.25844694724362777
81,81,2490,35600,0.0699438202247191
81,82,52060,87609,0.5942244036068943
81,85,30620,32790,0.9338212869777371
81,86,18160,22310,0.813984760197221
81,91,59380,123970,0.4789868516576591
81,92,52740,164260,0.3210763423840253
81,96,30380,106850,0.2843238184370613
81,99,47210,92040,0.5129291612342459
81,104,37590,130150,0.28882059162504803
81,110,48010,118040,0.4067265333785157
81,113,72150,112380,0.6420181526962093
81,114,9190,19130,0.48039728175640356
81,115,10490,18410,0.569799022270505
81,117,17120,83339,0.20542356611471085
81,132,7440,143869,0.05171335233196637
81,138,16140,121369,0.13298179121693995
81,142,36250,41550,0.8724428399518652
81,147,24180,136470,0.177181798197406
81,152,67670,157769,0.42891550991950317
81,153,5230,23170,0.22572291756581786
81,162,38980,40890,0.9532893127904133
81,163,13360,21710,0.6153846153846154
81,164,18160,22670,0.8010586678429643
81,167,7720,14430,0.5349965349965349
81,174,78060,165580,0.4714337480372025
81,176,650,27530,0.02361060661096985
81,180,60140,126409,0.4757535005141999
81,182,180,87530,0.002056437792756769
81,184,56630,99270,0.5704643900473456
81,188,7340,93039,0.07889079965606192
81,195,60520,124680,0.48540263073468076
81,209,44500,127780,0.3482548129597746
81,215,10430,90190,0.11564474997228072
81,227,85700,173410,0.4942044864771351
81,229,99620,154780,0.6436232071327044
81,230,9680,63420,0.15263323872595394
81,234,27420,127739,0.21465476749647724
81,235,85580,105000,0.815047619047619
81,237,51140,54060,0.9459859415464299
81,239,32310,60550,0.533608587943848
81,244,32850,44290,0.741702415895236
81,245,430,47480,0.009056444818871103
81,247,35010,100140,0.3496105452366687
81,253,41110,115470,0.35602320949164284
81,255,7890,96040,0.08215326947105372
82,2,149680,220429,0.679036428798258
82,5,20,192630,0.00010382598764470745
82,21,9400,33350,0.2818590704647676
82,28,18290,40820,0.4480646741793238
82,35,4800,32350,0.14837712519319937
82,57,30430,49860,0.6103088648215002
82,60,18650,107720,0.17313405124396583
82,69,1890,25280,0.0747626582278481
82,73,35230,68790,0.5121383922081697
82,83,13400,32639,0.41053921568627455
82,101,5920,44000,0.13454545454545455
82,106,19240,42620,0.45143125293289527
82,116,65870,70370,0.936052295012079
82,117,18900,72030,0.26239067055393583
82,118,25610,88120,0.2906264185201997
82,126,11490,42920,0.2677073625349487
82,127,15630,32070,0.48737137511693174
82,128,5110,44370,0.11516790624295695
82,129,3760,46560,0.08075601374570447
82,133,7890,43360,0.1819649446494465
82,142,20190,41790,0.48312993539124194
82,149,10,45600,0.0002192982456140351
82,150,1390,47150,0.029480381760339344
82,154,19240,41910,0.45907897876401815
82,155,2430,33800,0.07189349112426036
82,156,26860,40760,0.6589793915603532
82,159,3980,33240,0.1197352587244284
82,162,10350,44950,0.23025583982202447
82,163,26240,39950,0.6568210262828535
82,166,21060,48129,0.43756492831913574
82,171,18410,24890,0.7396544797107272
82,180,23040,43460,0.5301426599171652
82,183,47100,180300,0.2612312811980033
83,1,52060,219840,0.2368085880640466
83,59,4530,12800,0.35390625
83,61,3490,24890,0.14021695460024106
83,62,13500,69550,0.19410496046010065
83,65,19460,47510,0.40959797937276365
83,73,530,36740,0.01442569406641263
83,86,660,36140,0.018262313226342003
83,87,13350,66600,0.20045045045045046
83,88,38080,71999,0.528888888888889
83,127,26560,228099,0.11644015782551516
84,3,5530,15840,0.3491161616161616
84,5,630,65700,0.009589041095890411
84,6,48120,119670,0.4021057909250438
84,7,66880,513929,0.13013445410853622
84,8,330,64290,0.005132991133924405
84,9,23870,423760,0.05632905418161223
84,12,1290,73860,0.017465475223395612
84,13,4690,45180,0.10380699424524126
84,20,450,81290,0.005535736252921639
84,31,20910,56010,0.37332619175147297
84,32,1250,47780,0.026161573880284637
84,36,18340,42520,0.4313264346190028
84,37,13380,232950,0.05743721828718609
84,38,29300,339380,0.08633390299958749
84,39,1440,51770,0.02781533706779988
84,40,2020,24840,0.08132045088566828
84,42,12710,22420,0.5669045495093666
84,43,126590,525790,0.24076152075923848
84,44,4920,60179,0.08175473579262214
84,65,1120,24250,0.04618556701030928
84,68,54370,267770,0.20304739141800798
84,69,225780,321750,0.7017249417249416
84,70,284440,568900,0.49998242221831607
84,71,3840,52670,0.07290677805202202
84,77,370,33660,0.010992275698158051
84,82,12980,125440,0.10347576530612243
84,83,84500,491380,0.1719646709267776
84,84,27270,75430,0.3615272438022007
84,87,13150,81900,0.16056166056166057
84,91,4100,23920,0.1714046822742475
84,100,22900,76170,0.30064329788630695
84,101,2030,82850,0.024502112251056127
84,102,3520,29620,0.11883862255232949
84,105,9220,24789,0.37192416296893915
84,109,930,79360,0.01171875
84,111,3650,23630,0.15446466356326705
84,113,1880,24550,0.07657841140529531
84,116,13480,61110,0.2205858288332515
84,118,9160,44440,0.20612061206120613
84,119,51780,90770,0.5704527927729426
84,120,730,6430,0.11353032659409021
84,121,37800,75300,0.50199203187251
84,122,9120,47069,0.19375398342893566
85,2,44640,116660,0.38265043716783814
85,5,4120,11950,0.3447698744769874
85,8,75860,109599,0.692153284671533
85,52,25890,64040,0.4042785758900687
85,54,8560,74800,0.1144385026737968
85,55,21320,65000,0.328
85,56,38050,64300,0.5917573872472783
85,57,21710,64290,0.33768859853787525
85,58,39970,64329,0.6213275299238303
85,61,29330,64929,0.4517172339442477
85,62,5910,69200,0.08540462427745665
85,63,16830,70609,0.23835150828494553
85,71,9410,74340,0.1265805757331181
85,75,20540,67180,0.305745757665972
85,76,24500,71340,0.34342584805158394
85,77,14810,50020,0.2960815673730508
85,79,27150,67510,0.4021626425714709
85,80,19820,65930,0.30062187168208704
85,83,15870,79810,0.1988472622478386
85,87,24370,67940,0.35869885192817186
85,89,35300,70880,0.49802483069977427
85,90,14560,65650,0.22178217821782178
85,91,29120,69740,0.41755090335531975
85,92,28320,67180,0.42155403393867225
85,93,16530,78040,0.21181445412608915
85,94,11260,76690,0.14682487938453515
85,95,4880,52850,0.09233680227057711
85,96,8270,50720,0.1630520504731861
85,98,16370,23959,0.68322203672788
85,99,31030,37100,0.836388140161725
85,100,34300,58710,0.5842275591892352
85,102,43390,61390,0.7067926372373351
85,103,23510,65290,0.3600857711747587
85,106,770,42480,0.018126177024482108
85,107,40700,61150,0.6655764513491415
85,110,25450,67550,0.3767579570688379
85,111,43530,65559,0.6639719341061624
85,113,18180,64040,0.28388507183010614
85,118,15700,73909,0.21242051143282376
85,119,15020,69720,0.21543316121629374
85,121,850,14200,0.05985915492957746
85,124,33720,65090,0.5180519280995544
85,126,30430,62910,0.48370688284851376
85,127,31220,67009,0.46590061184897785
85,128,30250,68470,0.44179932817292245
85,132,30810,65480,0.4705253512522907
85,133,30500,62570,0.4874540514623621
85,134,25530,64600,0.39520123839009286
85,135,40540,65440,0.6194987775061125
85,140,41210,65060,0.6334153089455887
85,141,53730,112650,0.4769640479360852
86,8,29100,58690,0.4958255239393423
86,9,22380,157750,0.14187004754358162
86,10,51450,107790,0.47731700528806004
86,12,17950,49060,0.36587851610273137
86,19,1620,147099,0.011012916383412646
86,20,30890,33250,0.9290225563909774
86,22,52520,75830,0.692601872609785
86,23,6820,109090,0.06251718764323035
86,25,23890,90220,0.264797162491687
86,26,15590,37150,0.419650067294751
86,33,5890,40080,0.1469560878243513
86,41,1460,41570,0.035121481837863844
86,42,2640,53550,0.04929971988795518
86,45,350,50100,0.006986027944111776
86,50,23180,110410,0.20994475138121543
86,52,740,50680,0.014601420678768745
86,53,560,54679,0.010241404535479153
86,54,3940,118850,0.033151030710980224
86,56,49750,103470,0.48081569537063884
86,57,16740,44370,0.3772819472616632
86,61,8240,77610,0.10617188506635741
86,63,730,118440,0.006163458291117865
86,64,75410,103790,0.7265632527218421
86,66,190,140180,0.0013554001997431874
86,67,3700,52840,0.0700227100681302
86,70,180,48390,0.0037197768133911966
86,73,7620,59720,0.12759544541192228
86,74,13940,46900,0.29722814498933897
86,79,6120,48910,0.1251277857288898
86,82,870,96309,0.009033329872287407
86,83,570,60180,0.009471585244267198
86,84,2110,35310,0.05975644293401303
86,85,580,48400,0.011983471074380164
86,87,10840,47900,0.22630480167014613
86,90,26520,184899,0.14342888047593297
86,91,36110,196110,0.18413135485186885
86,92,44430,96670,0.459604841212372
86,93,1190,66040,0.01801938219261054
86,96,2530,83889,0.030158540946477536
86,97,9020,48160,0.1872923588039867
86,103,10580,50210,0.2107149970125473
86,107,1420,50940,0.027875932469572047
86,109,1130,54129,0.02087566968409385
86,115,4720,38720,0.12190082644628099
86,121,729790,850220,0.858354308296676
86,122,491580,1222510,0.4021071402278918
86,124,96770,498859,0.1939822795974823
86,130,646620,1465590,0.44120115448385977
86,132,770940,1067370,0.722279996627224
86,133,15490,53110,0.2916588213142534
86,134,10850,86489,0.12544802867383514
86,135,23200,45460,0.5103387593488782
86,137,7830,49590,0.15789473684210525
86,140,10430,112190,0.09296728763704429
86,147,6390,47550,0.13438485804416403
86,148,460,51130,0.008996675141795423
86,149,8920,42690,0.20894823143593347
86,150,30,57750,0.0005194805194805195
86,151,70490,102120,0.6902663533098314
86,152,25860,45480,0.5686015831134564
86,153,58780,313830,0.18729885606857216
86,161,3700,6750,0.5481481481481482
86,163,8560,58840,0.1454792658055744
86,167,8620,37440,0.23023504273504272
86,168,26280,72610,0.36193361795895884
86,169,92070,99100,0.9290615539858729
86,170,8190,49050,0.1669724770642202
86,181,27430,59020,0.46475770925110127
86,182,940,107810,0.008719042760411834
86,184,18250,45979,0.396911700739452
86,193,14470,187930,0.07699675411057308
86,195,38880,41080,0.9464459591041869
86,196,8280,49160,0.16842961757526445
86,198,1180,122370,0.00964288632834845
86,202,11720,36850,0.3180461329715061
86,215,16100,58799,0.2738095238095239
86,216,25230,123769,0.2038458430960653
87,1,55430,162899,0.3402701043585022
87,2,18800,46540,0.4039535883111302
87,9,32950,40980,0.8040507564665691
87,10,21210,27860,0.7613065326633165
87,59,5840,36650,0.15934515688949522
87,64,16020,43599,0.3674311926605505
87,66,7740,93510,0.08277189605389798
87,79,19520,34870,0.559793518784055
87,89,31990,151710,0.21086283040010548
87,90,11740,120850,0.09714522134877948
87,93,23910,24609,0.9715562779357986
87,94,23310,42660,0.5464135021097046
87,108,2910,3820,0.7617801047120418
87,112,310,25770,0.012029491656965464
87,114,6780,22250,0.3047191011235955
87,117,4670,31600,0.1477848101265823
87,126,12070,61160,0.197351209941138
87,130,19660,41780,0.47056007659167065
87,132,13660,49180,0.2777551850345669
87,134,2120,38350,0.05528031290743155
87,136,2440,20690,0.1179313678105365
87,143,11340,39810,0.2848530519969857
87,147,9070,49800,0.1821285140562249
87,220,8490,47560,0.17851135407905802
87,222,1090,34040,0.03202115158636898
87,248,540,54300,0.009944751381215469
87,260,7200,40770,0.1766004415011037
87,263,3540,48800,0.07254098360655738
87,331,400,52670,0.0075944560470856265
87,336,6400,49010,0.13058559477657622
87,337,3710,20830,0.17810849735957754
87,350,5140,47250,0.10878306878306879
87,366,25520,44020,0.5797364834166288
87,367,5810,44710,0.12994855736971594
87,377,4770,56060,0.08508740635033893
87,378,1280,57510,0.022256998782820378
87,380,7390,54470,0.13567101156599962
87,384,23230,43850,0.5297605473204104
87,386,440,27209,0.01617052554208012
87,387,6690,94840,0.07053985660059046
87,388,3370,37860,0.0890121500264131
87,390,2730,25860,0.10556844547563804
87,407,3700,41640,0.0888568683957733
87,408,5710,90320,0.06321966341895482
87,409,7750,29370,0.26387470207694924
87,434,4370,32000,0.1365625
87,438,11110,45120,0.2462322695035461
87,445,34490,62890,0.5484178724757512
87,454,10250,36460,0.2811300054854635
87,458,13540,34640,0.39087759815242495
87,466,13580,23380,0.5808383233532934
87,468,2300,10630,0.21636876763875823
87,473,11760,23430,0.5019206145966709
87,475,24940,63690,0.3915842361438216
87,493,320,44850,0.007134894091415831
87,500,26090,37420,0.6972207375734901
87,501,18420,27700,0.6649819494584838
87,507,4790,24330,0.19687628442252364
87,521,21650,29730,0.7282206525395224
87,526,16390,59340,0.27620492079541625
87,541,50550,185850,0.27199354317998387
88,1,3830,140280,0.02730253778157969
88,109,210,73740,0.002847843775427176
88,121,220,46650,0.004715969989281886
88,137,3910,70910,0.05514031871386264
88,139,6390,105720,0.060442678774120316
88,167,1760,75150,0.023419827012641385
88,172,1040,71480,0.014549524342473419
88,185,480,69480,0.0069084628670120895
88,192,2100,73280,0.028657205240174673
88,200,10,73140,0.00013672409078479625
88,207,540,72770,0.007420640373780404
88,248,13270,148540,0.08933620573582873
89,1,1330,145590,0.009135242805137715
89,25,950,14930,0.06363027461486938
89,45,2100,82750,0.025377643504531724
89,102,660,24930,0.026474127557160047
89,117,24960,135350,0.18441078684891024
90,1,5930,221259,0.026801048540178982
90,2,7380,13980,0.5278969957081544
90,48,12280,149060,0.08238293304709512
90,53,17590,109730,0.16030256083113095
90,71,18270,146380,0.12481213280502801
90,72,73690,113939,0.6467439002984028
90,92,8820,15600,0.5653846153846154
90,107,1210,62679,0.019304403318442888
90,197,14820,124059,0.11945832661615349
90,198,65290,113100,0.5772767462422634
90,331,52640,136400,0.38592375366568915
90,332,71560,105130,0.6806810615428517
90,341,1320,6659,0.19819819819819823
91,1,2210,81750,0.027033639143730887
91,3,420,57700,0.007279029462738302
91,135,560,85350,0.006561218512009373
91,279,560,43270,0.012941992142361913
91,280,1010,18520,0.05453563714902808
91,292,3710,155050,0.023927765237020317
92,1,61740,231540,0.26664939103394664
92,6,36200,49440,0.732200647249191
92,8,20420,23540,0.8674596431605778
92,10,37620,42560,0.8839285714285714
92,22,33660,43510,0.7736152608595726
92,25,31350,43929,0.7136353289323926
92,34,288370,326050,0.8844349026222971
92,42,243890,334960,0.7281167900644853
92,49,42110,52000,0.8098076923076923
92,64,39980,48580,0.822972416632359
92,70,243920,249119,0.9791265253693
92,73,210410,385990,0.5451177491644861
92,75,19300,59079,0.3266756939742722
92,78,244780,268110,0.9129834769311104
92,79,252620,303460,0.8324655638304882
92,88,47080,50680,0.9289660615627466
92,92,50150,50150,1.0
92,96,31250,54979,0.5683885049108768
92,103,40150,48470,0.8283474314008665
92,108,33310,55740,0.5975959813419447
92,110,24630,25570,0.9632381697301525
92,111,243200,260590,0.9332668176062013
92,112,233180,384190,0.6069392748379707
92,116,277570,366430,0.7574980214502087
92,118,77310,126650,0.6104224240031583
92,119,150480,218169,0.6897373607737086
92,126,3210,27139,0.11827560795873251
92,129,39690,51720,0.7674013921113688
92,131,36830,54790,0.6722029567439314
92,134,38910,47030,0.8273442483521156
92,138,2720,11630,0.23387790197764402
92,143,8060,29120,0.2767857142857143
92,144,43840,50510,0.8679469411997625
92,149,40830,47970,0.8511569731081925
92,152,199540,229030,0.8712395756014495
92,153,209910,227369,0.9232088666050932
92,159,265760,271610,0.9784617650307426
92,163,30510,53710,0.5680506423384845
92,164,31180,47220,0.6603134265141889
92,165,420,69040,0.0060834298957126295
92,170,16510,43280,0.38146950092421444
92,171,57870,88820,0.6515424453951812
92,172,33910,50560,0.6706882911392406
92,175,46010,46690,0.9854358535018205
92,176,30360,111930,0.27124095416778343
92,184,28800,109719,0.26248632883703976
92,187,39600,45980,0.861244019138756
92,190,45480,46950,0.9686900958466453
92,192,140,33810,0.004140786749482402
92,195,43470,50230,0.8654190722675692
92,196,12880,29630,0.434694566317921
92,203,37340,55350,0.6746160794941283
92,206,65510,111720,0.5863766559255281
93,1,68780,119050,0.5777404451910961
93,7,1470,15340,0.09582790091264667
93,13,2700,34710,0.07778738115816766
93,22,4340,18470,0.2349756361667569
93,26,7790,21410,0.3638486688463335
93,27,2810,36630,0.07671307671307671
93,33,3820,19760,0.19331983805668013
93,35,6890,34320,0.20075757575757575
93,48,10760,15850,0.6788643533123029
93,77,14780,34090,0.4335582282194192
93,80,24790,50590,0.49001779007709034
93,88,7270,22790,0.3189995612110575
93,89,53380,73800,0.7233062330623307
93,90,12010,42850,0.2802800466744457
93,94,30780,40440,0.7611275964391692
93,95,21810,49690,0.4389213121352385
93,104,8250,11580,0.7124352331606217
93,106,10170,21960,0.46311475409836067
93,114,15030,18070,0.831765356945213
93,123,730,8390,0.08700834326579261
93,136,630,9000,0.07
93,142,240,8040,0.029850746268656712
93,147,160,160,1.0
93,148,10310,23710,0.43483762125685366
93,150,529580,682360,0.7761005920628408
93,151,246460,264150,0.9330304751088396
93,152,332690,433829,0.7668672060484523
93,154,3910,53749,0.07274418604651164
93,158,920,43430,0.021183513700207227
93,173,9010,32250,0.2793798449612403
93,222,1790,8720,0.20527522935779816
93,223,590,8790,0.0671217292377702
93,234,870,8440,0.10308056872037914
93,246,9590,86240,0.11120129870129868
93,255,22450,167440,0.134077878643096
93,257,670,49800,0.013453815261044177
93,269,41420,145969,0.28375693635678567
93,276,5370,33630,0.15967885816235505
93,299,2120,19660,0.10783316378433368
93,300,1000,33990,0.029420417769932334
93,316,1820,47929,0.037972042562069694
93,343,2430,14030,0.17320028510334995
93,358,4320,9810,0.44036697247706424
93,360,490,51610,0.009494284053478009
93,414,1410,47850,0.02946708463949843
93,428,6590,42960,0.15339851024208567
93,431,35400,132099,0.2679788039364119
93,432,98820,194949,0.5068992049243396
93,439,74730,103190,0.7241980812094194
95,95,860,51050,0.016846229187071498
95,115,1010,36240,0.027869757174392936
95,117,830,21650,0.03833718244803695
95,120,8530,510350,0.01671401979033996
95,121,112140,312130,0.35927337968154294
95,123,9900,90020,0.10997556098644745
95,124,6090,201350,0.03024584057611125
95,125,5110,301610,0.01694240907131726
95,126,410,914600,0.000448283402580363
95,127,1280,198399,0.006451612903225807
95,224,1050,156320,0.00671699078812692
95,228,1120,159450,0.007024145500156789
95,263,1590,17310,0.09185441941074524
95,319,130,101230,0.0012842042872666206
96,1,2370,82610,0.028689020699673162
96,2,153990,276730,0.5564629783543527
96,8,2010,11090,0.1812443642921551
96,12,177550,323620,0.5486372906495272
96,13,19910,52629,0.37830134904047125
96,14,135300,154010,0.8785143821829752
96,15,6790,149280,0.045484994640943195
96,16,167570,306630,0.5464892541499528
96,17,18140,50150,0.3617148554336989
96,19,67170,86210,0.7791439508177705
96,23,24850,50079,0.49620607028754
96,29,118700,154900,0.7663008392511298
96,31,140780,202310,0.695862784835154
96,33,1120,11340,0.09876543209876543
96,40,247960,299870,0.8268916530496548
96,41,9050,51920,0.17430662557781199
96,43,14790,48040,0.3078684429641965
96,44,219220,269100,0.8146413972500929
96,47,19360,29920,0.6470588235294118
96,48,237840,247929,0.959303029080789
96,51,15420,33850,0.45553914327917283
96,52,225870,289910,0.7791038598185643
96,59,152120,258899,0.5875627655465432
96,60,6460,15300,0.4222222222222222
96,61,132610,239970,0.5526107430095428
96,65,162770,191170,0.851441125699639
96,67,20660,51450,0.40155490767735663
96,68,91390,189180,0.48308489269478805
96,69,29820,72470,0.4114806126673106
96,73,106840,195410,0.5467478634665575
96,74,23440,50900,0.46051080550098233
96,75,164280,246860,0.6654784088147128
96,77,131450,256100,0.5132760640374854
96,78,22430,58440,0.3838124572210814
96,79,19170,59970,0.31965982991495745
96,80,207150,237110,0.8736451436042342
96,83,104610,250650,0.4173548773189707
96,84,29910,48540,0.6161928306551298
96,85,12800,50850,0.25172074729596855
96,86,190190,256530,0.7413947686430437
96,87,176470,255960,0.689443663072355
96,88,110910,280970,0.3947396519201338
96,89,191400,249650,0.7666733426797516
96,91,14680,53520,0.27428998505231683
96,94,28950,50280,0.5757756563245824
96,97,131710,278680,0.4726209272283623
96,127,185770,255300,0.727653740697219
96,128,182660,252710,0.7228047960112381
96,129,195850,247140,0.7924658088532816
96,131,10030,39440,0.2543103448275862
96,132,71370,123859,0.5762150815436784
96,133,102430,172650,0.5932812047494932
96,134,39730,49929,0.7957139995994393
96,135,154600,184990,0.8357208497756635
96,136,163510,203829,0.8021880979247413
96,137,73710,144660,0.509539610120282
96,138,24510,55910,0.4383831157216956
96,139,50420,80700,0.6247831474597274
96,140,66930,81790,0.8183151974569016
96,141,32600,45810,0.7116350141890417
96,144,28690,33130,0.8659824932085723
96,148,7820,124500,0.06281124497991968
96,149,2250,39040,0.057633196721311473
96,150,114720,278090,0.4125283181703765
96,151,197330,249290,0.7915680532712904
96,153,30370,58750,0.5169361702127659
96,154,34580,58279,0.5933424845573096
96,156,13350,287750,0.046394439617723715
96,158,18280,512240,0.035686397001405586
96,159,24820,36579,0.6785128485511209
96,160,21440,52220,0.41057066258138636
96,162,5180,34620,0.14962449451184284
96,164,2540,36930,0.06877877064717032
96,165,27740,42430,0.653782700919161
96,166,31180,49100,0.635030549898167
96,167,16660,32800,0.5079268292682927
96,168,16290,36950,0.4408660351826793
96,170,14980,34729,0.43132738266628284
96,171,163250,260550,0.6265592016887354
96,172,183280,239120,0.7664770826363331
96,175,510,7330,0.06957708049113233
96,177,81440,146300,0.5566643882433356
96,178,54470,152830,0.356409081986521
96,179,31800,44840,0.7091882247992863
96,180,134080,208600,0.6427612655800575
96,181,121450,213969,0.5676029349908867
96,182,25530,34690,0.7359469587777457
96,183,13560,38910,0.3484965304548959
96,184,13670,35670,0.3832352116624614
96,185,194990,252459,0.7723599778182684
96,186,18860,31510,0.5985401459854014
96,187,172600,214330,0.8053002379508234
96,189,64460,94220,0.684143493950329
96,191,60980,79890,0.7632995368631869
96,193,38140,41800,0.9124401913875598
96,195,39300,48890,0.8038453671507466
96,196,53370,96540,0.5528278433809819
96,198,64200,95430,0.6727444199937127
96,199,7940,33529,0.23680286310766482
98,1,1870,220089,0.008496524149211686
98,16,1200,95780,0.01252871163082063
98,61,50,94990,0.0005263711969681019
98,91,520,35690,0.014569907537125245
98,97,350,163820,0.002136491270907093
98,98,760,146130,0.005200848559501813
98,101,770,34090,0.022587268993839837
98,119,620,34860,0.01778542742398164
98,160,1260,469200,0.0026854219948849105
98,168,19410,102000,0.19029411764705884
99,45,310,50550,0.006132542037586548
99,56,1560,77780,0.020056569812291078
99,101,860,40420,0.02127659574468085
100,2,9800,47490,0.2063592335228469
100,3,27050,122880,0.22013346354166663
100,4,1170,20500,0.05707317073170732
100,6,7470,29279,0.2551229508196722
100,7,8370,48540,0.17243510506798518
100,9,4790,25899,0.184942084942085
100,13,164370,225520,0.7288488825824759
100,14,15730,94950,0.16566614007372302
