Event,Driver,Trip,Starttime,Endtime,TailgatingStarttime,TailgatingEndtime
7714,84,53,74380,90870,75790,89870
7715,84,62,63330,75190,64570,69430
7716,84,65,45370,61970,46370,59730
7717,84,67,156720,162420,157720,160630
7718,84,69,147750,158580,151510,153960
7719,84,69,147750,158580,153970,157580
7720,84,69,156640,160150,157640,158560
7721,84,69,166190,171380,168390,170380
7722,84,69,199810,203240,201190,202240
7723,84,69,212340,241270,215620,240090
7724,84,69,212340,241270,229370,234520
7725,84,69,328300,337760,330050,336760
7726,84,70,37140,44180,39740,43180
7727,84,70,181420,189440,182420,188440
7728,84,70,207910,214920,210520,213010
7729,84,70,207910,214920,213020,213920
7730,84,70,261940,267990,262940,266990
7731,84,70,303910,308910,306260,307910
7732,84,70,327130,333010,331080,332010
7733,84,70,392210,397640,393760,396640
7734,84,70,502120,507110,503120,504640
7735,84,70,502120,507110,504650,506110
7736,84,70,507090,515310,510050,513480
7737,84,70,600270,603760,601680,602760
7738,84,74,106180,122820,107590,115130
7739,84,74,106180,122820,115140,121710
7740,84,75,59260,71150,64220,68640
7741,84,75,69440,86140,72540,84170
7742,84,77,39610,69620,41810,59340
7743,84,77,39610,69620,42130,68130
7744,84,82,30500,47740,41690,46040
7745,84,82,45750,51710,47160,50710
7746,84,82,58850,62050,59850,61050
7747,84,82,100550,105720,101550,104710
7748,84,82,103730,107190,104730,106180
7749,84,82,105200,116520,106200,110950
7750,84,82,105200,116520,110960,115520
7751,84,83,23300,33300,24300,27860
7752,84,83,23300,33300,27870,32300
7753,84,83,68940,73580,69940,72540
7754,84,83,85810,95260,87810,94260
7755,84,83,154860,162030,158970,161010
7756,84,83,387850,417180,389720,412200
7757,84,83,387850,417180,396720,401860
7758,84,83,470370,475340,471370,474160
7759,84,83,523430,538620,524430,535430
7760,84,83,523430,538620,525710,537620
7761,84,83,539730,565120,540790,564120
7762,84,83,563130,574460,564130,573190
7763,84,84,31480,40740,33930,39270
7764,84,84,40110,49460,41110,48460
7765,84,84,47470,55000,48470,50530
7766,84,84,91780,100570,93520,99570
7767,84,87,34590,39950,35590,38270
7768,84,88,63260,73890,64260,72890
7769,84,96,63530,69030,65770,68030
7770,84,96,67040,71650,68360,69460
7771,84,100,28560,38210,29700,37210
7772,84,100,36220,47960,37220,46960
7773,84,100,45970,52340,46970,50810
7774,84,100,64610,71720,65610,70010
7775,84,100,64610,71720,70020,70720
7776,84,100,88210,97330,89550,93520
7777,84,100,111480,119060,112480,114470
7778,84,100,111480,119060,114480,116010
7779,84,101,56630,61600,57630,60600
7780,84,101,59610,64530,60610,63530
7781,84,101,102860,107220,104190,106220
7782,84,102,98600,127460,107890,126460
7783,84,102,125470,130720,126880,128920
7784,84,106,69420,72960,70940,71960
7785,84,109,41050,46980,42050,45030
7786,84,111,43720,48410,45100,46800
7787,84,111,46420,51240,47420,50240
7788,84,112,56310,83760,57310,71330
7789,84,112,56310,83760,58850,81690
7790,84,116,115730,137200,117120,136200
7791,84,121,39750,61870,42520,60870
7792,84,121,39750,61870,45320,47250
7793,84,121,74390,78000,75390,77000
7794,84,122,64440,69060,65960,68060
7795,84,128,87030,97840,88690,96840
7796,84,128,87030,97840,91590,92400
7797,84,128,95850,99360,96850,98360
7798,84,128,97370,114440,98370,112500
7799,84,128,97370,114440,105290,106170
7800,84,128,97370,114440,112510,113420
7801,85,2,33140,36050,34200,35050
7802,85,2,45250,99270,46250,98270
7803,85,2,45250,99270,81920,85030
7804,85,2,97370,102280,98370,101280
7805,85,5,50190,54870,53030,53870
7806,85,8,62900,67830,63900,66830
7807,85,8,70940,76970,71950,75970
7808,85,8,108330,112460,109900,111350
7809,85,8,124390,127810,125390,126810
7810,85,8,145250,148710,146250,147710
7811,85,8,164470,169220,165990,168220
7812,85,54,147970,170760,150710,169760
7813,85,54,191200,194960,192960,193610
7814,85,54,192970,198160,194120,197130
7815,85,55,66200,78680,67200,77680
7816,85,55,76690,96160,77720,95160
7817,85,55,94320,102520,95320,101520
7818,85,55,100700,106960,101700,103320
7819,85,55,104970,112050,106230,111050
7820,85,55,110090,114730,111090,113730
7821,85,56,64910,69210,65910,66740
7822,85,56,64910,69210,66750,68210
7823,85,56,85900,94750,88640,93750
7824,85,56,106210,112990,107520,111990
7825,85,56,123760,127140,125240,126140
7826,85,57,73930,79500,74930,77000
7827,85,57,73930,79500,77010,78500
7828,85,58,36680,39820,37680,38770
7829,85,58,54910,68770,57790,67770
7830,85,59,68790,72950,69790,71950
7831,85,59,71090,76030,72090,75030
7832,85,59,74150,85270,75150,77350
7833,85,59,74150,85270,77360,84270
7834,85,59,83280,86280,84280,85110
7835,85,59,84290,177600,85290,173960
7836,85,59,84290,177600,87030,174880
7837,85,59,175650,184140,177620,178900
7838,85,59,187860,195030,192060,194030
7839,85,59,199860,209110,201860,204970
7840,85,59,199860,209110,204980,208110
7841,85,60,83740,97820,84740,96820
7842,85,60,95830,99090,97070,97880
7843,85,60,97730,101430,98730,100430
7844,85,60,99440,121260,100440,119680
7845,85,60,119400,123620,120540,121510
7846,85,60,122120,128740,123120,125190
7847,85,60,129760,133630,130940,132520
7848,85,60,132630,136750,133850,135720
7849,85,60,132630,136750,135100,135750
7850,85,60,139030,143500,140030,142500
7851,85,61,76920,110990,77920,102670
7852,85,61,76920,110990,83400,109990
7853,85,61,109030,120670,110030,118440
7854,85,61,109030,120670,112610,119670
7855,85,61,122770,126820,123770,125820
7856,85,62,74570,90320,75570,89320
7857,85,62,88330,93260,89330,92260
7858,85,62,100200,127290,102440,110690
7859,85,62,100200,127290,110700,126290
7860,85,62,125300,129330,126300,127550
7861,85,62,125300,129330,127560,128260
7862,85,66,177550,191950,182770,189920
7863,85,66,189960,199820,192140,198820
7864,85,66,203070,206850,204070,205840
7865,85,67,72860,84210,73860,83210
7866,85,67,82220,92340,83220,90190
7867,85,67,82220,92340,90200,91320
7868,85,71,46600,60350,56980,58710
7869,85,71,58970,67320,59970,66320
7870,85,71,65840,91210,66840,87060
7871,85,71,65840,91210,67850,88070
7872,85,71,65840,91210,68580,77070
7873,85,71,89220,93590,90610,92590
7874,85,71,109490,122260,110820,120850
7875,85,75,70640,83790,71900,80520
7876,85,75,70640,83790,73540,82790
7877,85,76,85460,90770,86460,89360
7878,85,76,91120,103710,92120,102710
7879,85,76,101720,111910,102720,110910
7880,85,76,128350,135200,129680,132790
7881,85,77,81630,99110,82630,94260
7882,85,77,81630,99110,91230,98070
7883,85,77,99230,105760,100420,102220
7884,85,77,99230,105760,102230,104350
7885,85,79,67570,73940,68570,72940
7886,85,79,71950,74750,73150,73750
7887,85,79,72760,75880,73760,74880
7888,85,79,74100,77660,75100,76660
7889,85,79,75730,98150,76790,90970
7890,85,79,75730,98150,85460,97150
7891,85,79,96160,99870,97160,98870
7892,85,79,99030,125690,100030,109350
7893,85,79,99030,125690,103950,124690
7894,85,79,123760,127780,124760,126660
7895,85,79,125790,130980,126790,129980
7896,85,79,130140,134910,132740,133910
7897,85,79,133340,137840,135660,136840
7898,85,79,136420,142960,137720,138420
7899,85,87,49680,54110,50680,53110
7900,85,87,52120,77680,53710,76680
7901,85,87,75820,81500,76820,79180
7902,85,87,75820,81500,79190,80500
7903,85,87,79510,83680,80510,82680
7904,85,89,32190,46900,43300,45900
7905,85,89,65340,96590,66400,80970
7906,85,89,65340,96590,66910,95590
7907,85,89,94600,103790,95600,99660
7908,85,89,94600,103790,99670,102790
7909,85,90,88490,100010,89490,90320
7910,85,90,88490,100010,90330,99010
7911,85,90,98020,102880,99020,100000
7912,85,90,98020,102880,100010,101880
7913,85,91,79220,91680,80360,90680
7914,85,91,79220,91680,84020,88930
7915,85,91,91570,97850,93010,96850
7916,85,92,60040,64320,62080,63320
7917,85,92,78040,91600,80340,87370
7918,85,92,91400,110750,92400,109750
7919,85,92,91400,110750,93130,108210
7920,85,93,85470,95740,87820,94740
7921,85,95,61110,68650,62110,67650
7922,85,96,56170,61690,57610,58370
7923,85,96,67870,72350,68870,71350
7924,85,100,42850,48190,45890,47190
7925,85,100,80930,89240,83180,88240
7926,85,102,61140,68610,62140,65680
7927,85,102,67080,77780,70600,76780
7928,85,103,69200,100660,70200,84690
7929,85,103,69200,100660,75930,99660
7930,85,103,121800,129030,123290,127060
7931,85,107,62110,75800,64560,74800
7932,85,107,73810,89360,75570,88360
7933,85,107,87470,90380,88610,89380
7934,85,110,70020,79780,72060,78780
7935,85,110,70020,79780,72740,76060
7936,85,110,77790,93370,79620,92370
7937,85,110,91380,102250,92380,99980
7938,85,110,91380,102250,99990,100790
7939,85,111,44590,64790,47570,61100
7940,85,111,44590,64790,49550,63350
7941,85,111,63400,67050,65190,66050
7942,85,111,65060,73860,68120,72860
7943,85,111,80730,95370,82550,94370
7944,85,111,80730,95370,84410,93560
7945,85,111,93950,97160,94950,96160
7946,85,111,95170,97970,96280,96930
7947,85,111,101600,111020,102600,104680
7948,85,113,22000,49760,23000,48430
7949,85,118,52680,58520,53680,57520
7950,85,118,57590,61460,58590,60460
7951,85,118,92070,100570,94130,99570
7952,85,118,126450,130190,127500,128820
7953,85,119,59210,91190,60210,90190
7954,85,119,59210,91190,63100,88370
7955,85,119,89200,103090,90200,102090
7956,85,124,39680,56830,40850,55830
7957,85,124,54980,60650,55980,57840
7958,85,124,58660,72020,61780,71020
7959,85,124,70030,75670,71030,74670
7960,85,125,53570,57290,54950,56290
7961,85,125,55380,60390,56380,59390
7962,85,125,58530,67490,59530,66490
7963,85,125,65620,75750,66620,74750
7964,85,125,65620,75750,67470,70210
7965,85,125,73800,107130,74800,106130
7966,85,125,73800,107130,87590,96680
7967,85,125,105140,124660,106140,121520
7968,85,125,105140,124660,106540,116380
7969,85,125,105140,124660,121530,123660
7970,85,125,123690,126460,124690,125460
7971,85,126,110550,114230,111550,113230
7972,85,126,119660,123380,120660,121260
7973,85,127,67560,72720,68560,71720
7974,85,127,71580,94350,73270,93350
7975,85,127,92600,97540,93950,96540
7976,85,128,81020,85400,82540,84400
7977,85,128,83540,111060,84540,107500
7978,85,128,83540,111060,95800,110060
7979,85,128,121630,127850,122630,125650
7980,85,132,58250,65010,59250,61520
7981,85,132,58250,65010,61530,64010
7982,85,132,63100,65810,64100,64810
7983,85,132,63870,89520,64870,87850
7984,85,132,63870,89520,87860,88520
7985,85,132,87910,92840,89370,91840
7986,85,133,61780,67790,64860,66790
7987,85,133,65830,77360,72910,76360
7988,85,133,75550,86570,76550,77810
7989,85,133,75550,86570,77820,83090
7990,85,133,86460,103460,87460,102460
7991,85,133,86460,103460,95620,99580
7992,85,133,109460,118940,110460,117940
7993,85,134,98390,101950,99390,100950
7994,85,134,107180,113490,110250,112490
7995,85,135,72580,86520,73580,85520
7996,85,135,84530,103910,85530,97270
7997,85,135,84530,103910,97280,102910
7998,85,135,115720,124430,116720,119760
7999,85,137,86180,102400,87180,97360
8000,85,137,86180,102400,88470,101400
8001,85,139,76740,92250,78570,91250
8002,85,139,76740,92250,79390,88310
8003,85,139,104930,113280,105930,107860
8004,85,139,104930,113280,107870,112280
8005,85,139,114800,127100,116650,121910
8006,85,139,114800,127100,117540,121790
8007,85,139,114800,127100,121920,126100
8008,85,139,114800,127100,123700,124640
8009,85,139,137310,155890,138820,154890
8010,85,139,137310,155890,145460,153670
8011,85,139,162250,165660,163250,164660
8012,85,140,163510,169380,164510,168380
8013,85,141,70740,74650,71750,73650
8014,85,141,117710,138110,119550,137110
8015,85,141,117710,138110,121880,135420
8016,85,141,143770,158830,146600,156330
8017,85,141,143770,158830,156340,157830
8018,86,2,85420,95820,86440,88930
8019,86,2,139200,181270,142280,180270
8020,86,2,179310,221680,180310,220410
8021,86,4,98260,116280,107600,115280
8022,86,4,124700,130540,127940,129540
8023,86,4,134040,139510,135270,138510
8024,86,6,170590,177360,172910,176360
8025,86,6,175370,178470,176370,177470
8026,86,7,30910,38780,32240,37780
8027,86,7,40090,48510,41090,47150
8028,86,7,66700,72280,67700,70780
8029,86,7,70290,73290,71540,72280
8030,86,19,11510,20400,12510,19400
8031,86,22,124390,127610,125390,126610
8032,86,22,132040,138500,135550,136590
8033,86,22,132040,138500,136600,137500
8034,86,22,136560,139160,137560,138160
8035,86,23,34640,40930,35640,38450
8036,86,27,164960,167920,165960,166920
8037,86,27,165930,176060,166930,175060
8038,86,27,174070,182500,175070,181500
8039,86,29,89050,93440,90230,92420
8040,86,32,70620,78990,71620,75930
8041,86,33,59020,68230,60110,65740
8042,86,36,3380,21390,7530,20390
8043,86,44,82200,85560,83200,84560
8044,86,44,91030,94850,92030,93050
8045,86,45,36140,40010,37140,39010
8046,86,45,46330,62240,53440,61240
8047,86,47,47760,59340,50760,56520
8048,86,47,72120,75130,73220,74130
8049,86,48,82430,95930,89220,94130
8050,86,52,49350,54650,50350,53650
8051,86,53,26200,36360,27200,35360
8052,86,53,34910,38990,35910,37990
8053,86,53,42640,50470,43780,49470
8054,86,53,68130,71070,69130,70070
8055,86,53,69080,71880,70080,70880
8056,86,54,63670,67750,64960,65560
8057,86,54,81600,92350,82600,91350
8058,86,54,81600,92350,83600,89330
8059,86,58,21460,36860,22460,35860
8060,86,58,21460,36860,28100,31000
8061,86,58,34910,45490,35910,44490
8062,86,58,56070,60600,57230,59600
8063,86,58,58610,67550,59710,66550
8064,86,61,81020,88550,86940,87550
8065,86,61,124370,130120,125920,129120
8066,86,63,14130,24370,18580,23370
8067,86,64,54030,57620,55030,56620
8068,86,64,58860,80420,59860,79420
8069,86,66,44350,51350,45350,50350
8070,86,67,36140,39930,37140,38930
8071,86,67,38210,45010,39400,44010
8072,86,70,55750,61740,56750,60740
8073,86,70,59750,79730,60750,72000
8074,86,70,59750,79730,72010,78730
8075,86,72,128350,132100,129520,130980
8076,86,72,176430,180820,177430,178880
8077,86,73,56950,83830,58400,80000
8078,86,73,56950,83830,78570,82830
8079,86,74,37520,40890,38520,39890
8080,86,74,40850,50910,41930,48810
8081,86,74,84200,88810,85200,86270
8082,86,79,45820,52620,46820,51620
8083,86,82,36890,42860,38730,41860
8084,86,82,108020,113460,109020,112460
8085,86,82,112300,115650,113520,114650
8086,86,83,31750,34720,32910,33720
8087,86,87,57130,60080,58270,59080
8088,86,90,85200,92480,90680,91350
8089,86,90,171980,175860,172980,174860
8090,86,90,268200,273180,270280,272180
8091,86,93,115270,123530,116860,122150
8092,86,93,122800,137350,125840,136350
8093,86,93,122800,137350,126370,129600
8094,86,96,46780,53570,48940,51740
8095,86,96,46780,53570,51460,52460
8096,86,96,89630,95930,92550,94930
8097,86,98,68120,72910,69120,71130
8098,86,98,71030,75690,72030,74690
8099,86,102,68200,97200,89210,96200
8100,86,103,36750,39970,38310,38970
8101,86,104,28360,40830,29360,39830
8102,86,107,107920,111450,108920,110450
8103,86,107,109520,117660,110520,114000
8104,86,107,109520,117660,114010,116660
8105,86,109,130170,143100,131170,140690
8106,86,109,141170,155030,146860,154030
8107,86,109,153040,157050,154040,156000
8108,86,109,155060,167850,156060,166850
8109,86,121,29760,34180,30760,33180
8110,86,121,219040,225370,221590,224370
8111,86,121,253790,257970,256080,256970
8112,86,121,259470,265840,260470,263720
8113,86,121,322180,328170,325000,326180
8114,86,121,560860,565880,563860,564560
8115,86,121,625060,629530,626060,628530
8116,86,121,676850,683150,678190,682150
8117,86,121,816010,851870,818450,850870
8118,86,121,816010,851870,825410,845340
8119,86,122,1032460,1039800,1033460,1038800
8120,86,122,1076270,1087440,1079170,1086440
8121,86,122,1208940,1218390,1209940,1217390
8122,86,122,1216500,1221070,1217500,1220070
8123,86,122,1288380,1292120,1289380,1291120
8124,86,122,1290420,1294770,1291420,1293770
8125,86,122,1296730,1299650,1297730,1298650
8126,86,122,1325050,1331350,1326550,1330350
8127,86,122,1329360,1332830,1330360,1331830
8128,86,122,1330870,1333640,1331870,1332640
8129,86,122,1377030,1387510,1378030,1386510
8130,86,122,1452540,1471790,1453540,1470790
8131,86,122,1474290,1483750,1477120,1482750
8132,86,122,1500820,1508390,1504400,1507390
8133,86,122,1514910,1523890,1515910,1522890
8134,86,122,1642640,1645450,1643640,1644450
8135,86,122,1643460,1657770,1644460,1656770
8136,86,122,1766480,1783030,1767480,1782030
8137,86,122,1813120,1817550,1814120,1816550
8138,86,122,2082470,2090580,2085230,2089580
8139,86,122,2120510,2133080,2121510,2132080
8140,86,124,75920,81400,77180,80400
8141,86,124,111230,116420,112230,115420
8142,86,124,157050,167570,158050,166570
8143,86,124,191310,205740,193410,204740
8144,86,124,334430,350280,335430,349210
8145,86,124,334430,350280,340260,349280
8146,86,124,420570,429860,421570,428860
8147,86,124,428010,446550,429010,445550
8148,86,124,482580,488340,484490,487340
8149,86,124,487590,499230,488590,498230
8150,86,124,487590,499230,490880,492020
8151,86,130,99390,102510,100510,101510
8152,86,130,101240,117140,102530,115910
8153,86,130,115150,125840,116280,124840
8154,86,130,115150,125840,123400,124730
8155,86,130,138930,145230,139930,143710
8156,86,130,138930,145230,143490,144230
8157,86,130,172390,176630,174390,175630
8158,86,130,187870,194840,188870,189950
8159,86,130,187870,194840,189960,193840
8160,86,130,192910,197530,193910,195880
8161,86,130,198510,202190,199510,201080
8162,86,130,200520,203300,201520,202300
8163,86,130,201360,210990,202360,207940
8164,86,130,201360,210990,207950,209990
8165,86,130,224880,228830,227120,227830
8166,86,130,226890,242920,227890,238760
8167,86,130,226890,242920,238770,241920
8168,86,130,241080,251180,242840,250180
8169,86,130,241080,251180,246110,247120
8170,86,130,249190,254510,250190,253510
8171,86,130,355630,386090,356630,385090
8172,86,130,355630,386090,379220,381720
8173,86,130,389130,401850,391690,397170
8174,86,130,389130,401850,397180,400850
8175,86,130,399900,409030,400900,408030
8176,86,130,435940,447800,438590,446800
8177,86,130,451570,459670,453760,458670
8178,86,130,485310,491660,486310,490660
8179,86,130,511300,515380,512300,514380
8180,86,130,513390,517290,514760,516290
8181,86,130,515300,528710,516330,527710
8182,86,130,533960,540540,535780,539540
8183,86,130,538550,555210,539550,546400
8184,86,130,538550,555210,546410,554210
8185,86,130,553220,574500,554220,573500
8186,86,130,572510,593330,573510,592330
8187,86,130,572510,593330,581290,587910
8188,86,130,634620,637500,635620,636500
8189,86,130,635510,639750,636510,638750
8190,86,130,637760,648390,638760,647390
8191,86,130,646490,654220,647490,653220
8192,86,130,652230,656620,653230,655620
8193,86,130,655110,660930,656110,659930
8194,86,130,658940,663080,659940,662080
8195,86,130,855880,864810,856910,863810
8196,86,130,866530,870930,867530,869930
8197,86,130,874110,887500,876620,886500
8198,86,130,887070,896680,888600,895680
8199,86,130,990760,993760,991760,992570
8200,86,130,991870,1000910,992870,999910
8201,86,130,998920,1002740,999920,1001740
8202,86,130,1000750,1003910,1001750,1002780
8203,86,130,1001920,1012170,1002920,1011170
8204,86,130,1033250,1042680,1034250,1041680
8205,86,130,1042910,1047680,1043910,1046680
8206,86,130,1103260,1110890,1105750,1109890
8207,86,130,1122200,1127030,1124760,1126000
8208,86,130,1127350,1135310,1129270,1134310
8209,86,130,1142330,1151210,1144370,1150210
8210,86,130,1158340,1163170,1159520,1162170
8211,86,130,1204710,1210480,1205860,1209480
8212,86,130,1210690,1216490,1211690,1215490
8213,86,130,1215220,1220240,1218590,1219240
8214,86,130,1287330,1290640,1288330,1289640
8215,86,130,1288650,1296350,1289650,1295350
8216,86,130,1377210,1383040,1378410,1382040
8217,86,130,1381350,1383990,1382350,1382990
8218,86,130,1475190,1483230,1477910,1482000
8219,86,132,285290,289930,286800,288930
8220,86,132,340150,345810,342240,344810
8221,86,136,62410,68970,63640,67970
8222,86,136,66980,69800,67980,68800
8223,86,136,68570,83490,69570,82490
8224,86,138,71720,85240,72720,83680
8225,86,138,71720,85240,74380,84240
8226,86,138,89760,98010,92560,96680
8227,86,138,145230,150720,146230,149720
8228,86,138,145230,150720,147430,149410
8229,86,142,18130,25700,19130,24700
8230,86,142,18130,25700,20940,22690
8231,86,142,23760,29370,24760,28370
8232,86,145,137750,142060,138750,141060
8233,86,145,140220,157430,141220,156430
8234,86,148,33300,49380,37270,48380
8235,86,148,47750,53440,48750,52440
8236,86,150,163610,173520,164610,172520
8237,86,152,155060,162090,156060,161090
8238,86,153,148330,156120,150430,151720
8239,86,153,148330,156120,151730,155120
8240,86,153,273700,289140,274700,288100
8241,86,153,287150,293480,288150,292430
8242,86,153,291490,302040,292490,300930
8243,86,153,346580,351840,347580,350840
8244,86,153,349880,360890,350880,359890
8245,86,153,349880,360890,352280,354740
8246,86,167,54420,59960,55590,58960
8247,86,167,57970,61250,58970,60250
8248,86,171,53990,62500,54990,61500
8249,86,171,77200,82270,78200,81270
8250,86,171,77200,82270,79180,80390
8251,86,171,80280,86980,81280,85980
8252,86,171,87330,94400,88330,93400
8253,86,171,87330,94400,88900,93030
8254,86,171,94460,98700,96330,97700
8255,86,171,104380,109000,106810,108000
8256,86,171,109140,112570,110140,111570
8257,86,175,83780,98270,84780,93740
8258,86,175,83780,98270,93750,97270
8259,86,176,84800,91710,89890,90710
8260,86,176,105160,118450,106160,117450
8261,86,176,170840,175380,171840,174380
8262,86,176,173760,179390,175870,178360
8263,86,176,179500,187560,180500,181830
8264,86,177,28350,52100,29350,51100
8265,86,177,28350,52100,30530,49110
8266,86,180,183920,188580,186230,187580
8267,86,180,200090,227990,201090,222610
8268,86,180,200090,227990,202810,226990
8269,86,182,37380,40760,38380,39580
8270,86,182,87120,90780,88120,89780
8271,86,182,93090,96070,94130,94930
8272,86,182,94080,96880,95080,95880
8273,86,182,135020,142270,136020,138390
8274,86,184,29680,33470,30930,31630
8275,86,184,29680,33470,31640,32470
8276,86,184,36090,48160,40150,43770
8277,86,184,36090,48160,43780,47160
8278,86,192,90890,98360,91890,97360
8279,86,196,28450,32670,29450,31670
8280,86,200,54480,62490,55510,61490
8281,86,200,137230,141450,138590,139400
8282,86,202,23370,26610,24370,25610
8283,86,212,40750,46630,41990,45630
8284,86,212,44740,48010,45740,47010
8285,86,213,93600,96680,94600,95680
8286,86,213,118440,132060,119440,122680
8287,86,215,234550,259610,236010,258610
8288,86,216,32960,39730,35670,38730
8289,86,216,38320,45890,39320,44890
8290,86,216,43930,52390,44930,46600
8291,86,216,43930,52390,46610,51390
8292,86,216,50600,63980,52110,62980
8293,86,216,50600,63980,60970,62810
8294,87,1,101510,109130,102510,108050
8295,87,1,140600,154200,141600,145770
8296,87,1,140600,154200,144840,153200
8297,87,1,154120,159440,157340,158440
8298,87,2,108590,112670,110480,111130
8299,87,43,73290,79320,77400,78320
8300,87,43,100970,107130,101970,104600
8301,87,43,105360,111230,106890,110180
8302,87,43,109480,117900,116230,116900
8303,87,43,124460,133770,125460,130840
8304,87,43,124460,133770,130850,132770
8305,87,43,177250,202910,190630,201910
8306,87,59,444170,448280,445170,447150
8307,87,82,116830,131600,117830,130600
8308,87,82,145450,150390,146450,147960
8309,87,89,58010,63040,59460,62040
8310,87,89,102900,112020,103900,106320
8311,87,89,200040,204670,201480,203670
8312,87,93,125540,129170,126540,128170
8313,87,93,127410,131150,128410,130150
8314,87,94,57140,61200,58400,60200
8315,87,94,59390,63710,60390,61550
8316,87,94,59390,63710,61560,62610
8317,87,114,54400,64590,55750,63590
8318,87,117,158800,164830,161710,163830
8319,87,126,138380,143480,140110,142480
8320,87,132,48780,53350,49780,52350
8321,87,136,32940,37530,33940,35750
8322,87,136,32940,37530,35760,36530
8323,87,136,35540,42020,39480,41020
8324,87,143,84640,88130,85640,87130
8325,87,143,86310,98260,87310,97260
8326,87,147,138280,156460,140820,155460
8327,87,220,96160,103800,97720,102800
8328,87,220,102790,108960,104970,107960
8329,87,222,141550,157730,143980,149090
8330,87,222,141550,157730,149100,156730
8331,87,248,173210,179520,174210,178520
8332,87,248,177640,181070,178640,180070
8333,87,260,115330,120260,116330,119260
8334,87,260,121350,126160,122350,124980
8335,87,260,127070,132520,128350,129560
8336,87,260,133370,137300,134370,136300
8337,87,260,135310,142190,136610,141190
8338,87,260,140270,144900,141270,143350
8339,87,260,142910,146300,144150,145150
8340,87,260,150490,153990,151650,152620
8341,87,263,154090,167640,155700,166640
8342,87,263,154090,167640,156090,160650
8343,87,263,179910,188540,181880,187540
8344,87,331,158650,162510,159650,161510
8345,87,331,160520,170670,161520,169670
8346,87,331,168720,173110,169720,170800
8347,87,336,87310,97360,90020,96270
8348,87,350,120570,123480,121570,122480
8349,87,350,121520,127710,122700,126710
8350,87,350,126540,130860,128310,129860
8351,87,366,38800,42140,40270,41140
8352,87,366,40190,43010,41190,41920
8353,87,366,45710,48730,46960,47640
8354,87,367,74000,77200,75240,76200
8355,87,367,104490,111000,105800,110000
8356,87,382,14860,17790,16120,16790
8357,87,386,47770,52490,48930,51490
8358,87,386,50590,54490,51590,53490
8359,87,387,136490,144030,137490,143030
8360,87,387,136490,144030,138040,141330
8361,87,387,142040,145740,143040,144740
8362,87,387,154480,160990,156040,159990
8363,87,388,113130,120360,114130,119360
8364,87,388,113130,120360,114500,115350
8365,87,409,70540,76080,71540,75080
8366,87,409,91120,96400,92550,94220
8367,87,421,200700,209600,201700,202540
8368,87,431,139240,147770,140690,144380
8369,87,431,139240,147770,142140,146770
8370,87,445,29700,33690,31580,32690
8371,87,445,245530,252970,246610,251970
8372,87,445,252340,257500,253340,256500
8373,87,454,79580,84020,80950,81700
8374,87,458,234200,243010,235240,242010
8375,87,475,110770,116830,112720,115610
8376,87,500,20540,23790,21640,22760
8377,87,501,45960,51690,48740,50690
8378,87,507,107550,114230,110060,111450
8379,87,526,539780,544820,540980,541960
8380,87,526,544230,549400,545230,546910
8381,87,526,544230,549400,546920,548400
8382,87,541,76580,81200,77580,80200
8383,87,541,99950,120410,100950,119310
8384,87,541,99950,120410,104590,119410
8385,88,1,70750,74990,71750,73990
8386,88,1,73000,84040,74000,80360
8387,88,5,143650,149250,144650,148250
8388,88,5,147260,156200,148260,153570
8389,88,5,147260,156200,153580,155200
8390,88,23,83150,90470,84150,89470
8391,88,23,88480,93400,89480,92290
8392,88,23,91410,98890,92410,97890
8393,88,46,44710,49170,46070,48170
8394,88,52,28920,38350,30190,34660
8395,88,56,104830,111470,105830,110160
8396,88,56,114750,118150,115820,117130
8397,88,56,134260,137410,135470,136410
8398,88,57,88330,92480,89330,91250
8399,88,63,87430,103170,90340,96310
8400,88,63,114020,118690,115020,117690
8401,88,70,132140,138230,133320,136450
8402,88,71,203730,208000,204730,206530
8403,88,71,220630,223820,221630,222820
8404,88,71,221830,228680,222830,227680
8405,88,71,230320,238940,231400,237940
8406,88,74,34080,43860,36500,42860
8407,88,74,34080,43860,37740,41130
8408,88,74,84950,91930,85950,88980
8409,88,75,219570,228720,222700,226660
8410,88,75,226730,230090,228080,229090
8411,88,75,261740,267980,263540,266980
8412,88,86,36980,42600,37980,41600
8413,88,88,204450,209170,205600,208160
8414,88,107,132030,148880,133030,144000
8415,88,107,132030,148880,144010,145840
8416,88,109,35550,38650,36550,37650
8417,88,109,50690,63760,51690,55250
8418,88,109,50690,63760,55260,62760
8419,88,113,115270,119160,116270,118160
8420,88,113,119590,134990,120590,129700
8421,88,113,119590,134990,127750,133990
8422,88,113,133410,150840,134410,136770
8423,88,113,133410,150840,136780,148490
8424,88,113,176830,183620,179200,182620
8425,88,114,119440,124200,120440,121840
8426,88,114,155770,164650,156770,161300
8427,88,114,155770,164650,161310,163480
8428,88,120,180030,184550,181030,182860
8429,88,120,180030,184550,182870,183550
8430,88,121,15640,21050,18260,18920
8431,88,121,15640,21050,18930,20050
8432,88,121,34600,43310,35600,42150
8433,88,128,107510,110380,108510,109380
8434,88,130,20060,26650,21060,25610
8435,88,130,42960,46670,43960,44720
8436,88,135,43950,47000,44950,46000
8437,88,137,151390,156150,152390,154510
8438,88,137,151390,156150,154520,155150
8439,88,137,154410,160410,155410,159410
